Incident,Date,Incident Type,Address,Longitude,Latitude,Time,Response
"Burning Cardboard Box Kicks Up Smoke in Northside Neighborhood","10/09/2015","Unauthorized Burning","1300 Block N. Sherman Ave, Madison, WI","-89.363796","43.114247","2015-10-09T18:14:00-05:00","0:05:00"
"Two Displaced Following Forest St. Condo Fire","10/09/2015","Structure","300 Block Forest St, Madison, WI","-89.421412","43.071983","2015-10-09T14:01:00-05:00","0:04:00"
"Wrong Turn Of the Stovetop Knob Sends Crews to Old Middleton Rd.","10/08/2015","Cooking","5000 Block Old Middleton Rd, Madison, WI","-89.465009","43.074622","2015-10-08T01:40:00-05:00","0:04:00"
"Crews Called To Check On Lab Chemical Spill","10/08/2015","Hazmat","30 Block S. Brooks St, Madison, WI","-89.402494","43.067305","2015-10-08T00:34:00-05:00","0:03:00"
"Smoke Odor Investigation Turns Up Burning Leaves","10/07/2015","Unauthorized Burning","5100 Block Starker Ave, Madison, WI","-89.293332","43.077089","2015-10-07T15:51:00-05:00","0:08:00"
"Firefighters Called to Ventilate Smoky Apartment","10/07/2015","Cooking","500 Block N. Lawn Ave, Madison, WI","-89.345393","43.105167","2015-10-07T14:42:00-05:00","0:08:00"
"West Side Resident Smells Smoke Following Power Outage","10/07/2015","Structure","800 Block N. Gammon Rd, Madison, WI","-89.503251","43.047850","2015-10-07T00:39:00-05:00","0:07:00"
"Engine 8 Returns to Ziegler Rd. for Outside Fire","10/06/2015","Unauthorized Burning","700 Block Ziegler Rd, Madison, WI","-89.306096","43.106684","2015-10-06T17:17:00-05:00","0:07:00"
"One Injured In Rollover Crash on West Side","10/06/2015","Vehicle","Mineral Point Rd./S. High Point Rd, Madison, WI","-89.518028","43.041731","2015-10-06T14:25:00-05:00","0:04:00"
"Preheating Oven Starts Small Fire on Jenifer St.","10/03/2015","Cooking","1400 Block Jenifer St, Madison, WI","-89.359884","43.085140","2015-10-03T18:24:00-05:00","0:03:00"
"East Side Resident Contains Dryer Fire Until Firefighters Arrive","10/03/2015","Appliance","100 Block E. Dean Ave, Madison, WI","-89.326070","43.069251","2015-10-03T18:17:00-05:00","0:05:00"
"Vehicle Fire Almost Steals the Show at Breese Stevens Field","10/02/2015","Vehicle","900 Block E. Washington Ave, Madison, WI","-90.154188","38.685219","2015-10-02T20:18:00-05:00","0:03:00"
"Firefighters Called To Unauthorized Leaf Burning on East Side","10/02/2015","Unauthorized Burning","700 Block Ziegler Rd, Madison, WI","-89.306096","43.106684","2015-10-02T18:29:00-05:00","0:07:00"
"Firefighters Respond to Smoke Odor, Find Resident Asleep","09/29/2015","Cooking","2300 Block Carling Dr, Madison, WI","-89.461270","43.028291","2015-09-29T20:26:00-05:00","0:05:00"
"Passerby Reports and Extinguishes Outdoor Fire on North Side","09/29/2015","Outdoor","Dakota Dr. at Arizona Pass, Madison, WI","-89.368400","43.142525","2015-09-29T19:23:00-05:00","0:09:00"
"Kitchen Fire Temporarily Shuts Down East Side Restaurant","09/29/2015","Cooking","4700 Block Cottage Grove Rd, Madison, WI","-89.299810","43.084351","2015-09-29T17:47:00-05:00","0:08:00"
"Citizen Walk-Up Alerts Firefighters Of Vehicle Fire","09/27/2015","Vehicle","3900 Block Lien Rd, Madison, WI","-89.316242","43.121570","2015-09-27T19:15:00-05:00","0:01:00"
"Family Asked To Put Out Large Debris Fire","09/26/2015","Unauthorized Burning","7000 Block Colony Dr, Madison, WI","-89.502586","43.068448","2015-09-26T13:48:00-05:00","0:06:00"
"Firefighters Check On Gasoline Leak On West Side","09/25/2015","Vehicle","5300 Block Oak Crest, Madison, WI","-89.471142","43.070420","2015-09-25T16:36:00-05:00","0:07:00"
"Firefighters Crawl Through Window To Respond To Active Alarm","09/25/2015","Cooking","900 Block Jenifer St, Madison, WI","-89.368821","43.078855","2015-09-25T03:04:00-05:00","0:03:00"
"Four Displaced Following Overnight Basement Fire","09/23/2015","Structure","6900 Block Stockbridge, Madison, WI","-89.258220","43.094491","2015-09-23T23:59:00-05:00","-1 day, 0:06:00"
"Firefighters Investigate Sparking Appliance During UW Fire Drill","09/23/2015","Structure","1600 Block Observatory Dr, Madison, WI","-89.412731","43.076459","2015-09-23T11:22:00-05:00","0"
"Crews Clear Smoke From West Side Home, Chimney","09/23/2015","Structure","4200 Block Rolla Ln, Madison, WI","-89.446969","43.049861","2015-09-23T10:15:00-05:00","0:06:00"
"One Taken by Med Flight Following McKee Rd. Crash","09/23/2015","Special Rescue","McKee Rd. at S. Pleasant View Rd, Madison, WI","-89.533534","43.016078","2015-09-23T06:22:00-05:00","0:06:00"
"Fire In Downtown Garbage Disposal Contained By Broken Water Line","09/22/2015","Structure","100 Block W. Washington Ave, Madison, WI","-89.385252","43.073941","2015-09-22T15:07:00-05:00","0:03:00"
"Downtown Resident Sleeps As Food Burns Inside the Oven","09/21/2015","Cooking","300 Block N. Blair, Madison, WI","-89.375355","43.075989","2015-09-21T04:48:00-05:00","0:07:00"
"Fish Oils Ignite Small Oven Fire on East Side","09/20/2015","Cooking","1500 Block Wayridge Dr, Madison, WI","-89.299167","43.118621","2015-09-20T18:25:00-05:00","0:04:00"
"Electrical Problems Lead to Smoke, Power Outage on UW Campus","09/19/2015","Structure","1200 Block W. Dayton St, Madison, WI","-89.369948","43.087588","2015-09-19T11:42:00-05:00","0:04:00"
"HazMat Team Called To Examine Suspicious Mail","09/18/2015","Hazmat","200 Block Martin Luther King, Jr. Blvd, Madison, WI","-89.382199","43.073177","2015-09-18T13:07:00-05:00","0"
"MFD Dispatched To East Side Vehicle Fire","09/18/2015","Vehicle","4200 Block Commercial Ave, Madison, WI","-89.309975","43.106738","2015-09-18T01:21:00-05:00","0:07:00"
"Lightning Strikes West Side Home, Causes Small Fire","09/17/2015","Structure","6000 Block Raymond Rd, Madison, WI","-89.484586","43.032007","2015-09-17T20:15:00-05:00","0:03:00"
"Firefighters Douse Burning Food Inside Empty Apartment","09/13/2015","Cooking","2000 Block Fisher St, Madison, WI","-89.391851","43.044403","2015-09-13T18:27:00-05:00","0:04:00"
"VFW Fire Causes $100,000 in Damage","09/12/2015","Structure","100 Block of E. Lakeside Street, Madison, WI","-89.383919","43.056010","2015-09-12T04:45:00-05:00","0"
"Nobody Injured In West Side Kitchen Fire","09/10/2015","Cooking","Pintail Cir, Madison, WI","-89.513073","43.072085","2015-09-10T18:42:00-05:00","0:06:00"
"Alert Passersby Prevent Trash Can Fire at UW Hospital","09/10/2015","Smoking","600 Block Highland Ave, Madison, WI","-89.432172","43.076393","2015-09-10T09:40:00-05:00","0:05:00"
"Six Homes Evacuated After Odor Reported By Homeowners","09/09/2015","Hazmat","100 Block N. First St, Madison, WI","-96.185984","45.008936","2015-09-09T18:26:00-05:00","0"
"Malfunctioning Kitchen Fan Causes Small Fire Downtown","09/09/2015","Cooking","400 Block W. Mifflin St, Madison, WI","-89.381452","43.078268","2015-09-09T11:13:00-05:00","0:03:00"
"Kitchen Fire Closes Downtown Restaurant","09/06/2015","Structure","100 Block W. Wilson St, Madison, WI","-89.380096","43.073432","2015-09-06T10:57:00-05:00","0:02:00"
"Faulty Fuse Leads To Vehicle Fire On the Interstate","09/04/2015","Vehicle","I90 Westbound, Madison, WI","-89.369848","43.137854","2015-09-04T17:15:00-05:00","0:09:00"
"Apartment Dwellers Asked to Take Down Tiki Torches","09/02/2015","Unauthorized Burning","4300 Block Melody Ln, Madison, WI","-89.311258","43.130695","2015-09-02T22:43:00-05:00","0:09:00"
"Sprinkler Minimizes Fire Damage on Jupiter Drive","09/02/2015","Cooking","600 Block Jupiter Dr, Madison, WI","-89.282416","43.090394","2015-09-02T15:33:00-05:00","0:07:00"
"Driver Extinguishes Vehicle Fire on Beltline","08/31/2015","Vehicle","USH 12 Westbound at S. Park Street, Madison, WI","-89.394409","43.050640","2015-08-31T13:13:00-05:00","0:02:00"
"Dirty Lint Trap Leads to Damaged Clothing Downtown","08/28/2015","Appliance","10 Block E. Gorham St, Madison, WI","-89.387606","43.077985","2015-08-28T20:35:00-05:00","0:05:00"
"Minor Damage Caused By Smoldering Sawdust on East Side","08/28/2015","Structure","2300 Block Daniels Street, Madison, WI","-89.297657","43.065185","2015-08-28T04:08:00-05:00","0:07:00"
"Two Canoeists Saved By MFD Lake Rescue Team","08/23/2015","Lake Rescue","3400 Block Atwood Ave, Olbrich Public Launch on Lake Monona, Madison, WI","-89.333555","43.090907","2015-08-23T14:57:00-05:00","0"
"Concerned Neighbor Calls MFD for Sounding Smoke Alarm","08/23/2015","Cooking","1000 Block Middleton St, Madison, WI","-89.502227","43.084656","2015-08-23T13:15:00-05:00","0"
"Discarded Cigarettes Burn Through Wooden Deck on East Side","08/22/2015","Structure","900 Block Rockefeller Ln, Madison, WI","-89.298030","43.110283","2015-08-22T17:04:00-05:00","0:04:00"
"Junked Vehicles Catch Fire at Recycling Center","08/22/2015","Vehicle","4400 Block Sycamore Ave, Madison, WI","-89.307351","43.114615","2015-08-22T10:04:00-05:00","0:05:00"
"Paramedics Encounter Grass Fire on North Side","08/22/2015","Outdoor","Melrose St. / N. Sherman Ave, Madison, WI","-89.363330","43.135319","2015-08-22T02:32:00-05:00","0"
"Madison Firefighters Extinguish Fire at Old #6 on South Park Street","08/22/2015","Structure","900 Block of S. Park St, Madison, WI","-89.400046","43.057862","2015-08-22T00:11:00-05:00","0"
"Engine 4 Douses Vehicle Fire on Monroe Street","08/20/2015","Vehicle","3100 Block Monroe St, Madison, WI","-89.432158","43.055029","2015-08-20T13:03:00-05:00","0:05:00"
"Firefighters Find 'Peas Reduced to Charcoal' inside Willy St. Apartment","08/18/2015","Cooking","900 Block of Williamson St, Madison, WI","-89.369689","43.079515","2015-08-18T20:42:00-05:00","0:04:00"
"Residents Displaced Following Severe Flooding on Fordem Ave.","08/14/2015","Special Rescue","1600 Block Fordem Ave, Madison, WI","-89.363693","43.093339","2015-08-14T04:42:00-05:00","0:06:00"
"Unattended Kitchen Fire Displaces Two on North Side","08/13/2015","Cooking","600 Block Vera Court, Madison, WI","-89.385991","43.136216","2015-08-13T23:04:00-05:00","0:04:00"
"Driver Hears 'Boom' Just Before Flames Appear While Driving on Interstate","08/13/2015","Vehicle","W I90 Highway, Madison, WI","-89.283827","43.098804","2015-08-13T12:49:00-05:00","0"
"One Taken to Hospital Following Crash on East Beltline Highway","08/12/2015","Vehicle","U.S. Highway 12 at Todd Drive, Madison, WI","-89.422977","43.032412","2015-08-12T17:14:00-05:00","0"
"Firefighters Respond to Multiple Trash Fires in Downtown Neighborhood","08/09/2015","Outdoor","W. Washington Ave./Broom St, Madison, WI","-89.386722","43.069699","2015-08-09T04:15:00-05:00","0:05:00"
"No Injuries Reported After Car Strikes Building, Catches Fire","08/08/2015","Vehicle","3200 Block E. Washington Ave, Madison, WI","-89.335663","43.109450","2015-08-08T19:15:00-05:00","0"
"Family Safely Evacuates After Smoke Alarm Alerts Of Fire","08/06/2015","Structure","600 Block San Juan Trl, Madison, WI","-89.496169","43.074245","2015-08-06T04:50:00-05:00","0:08:00"
"Firefighters Prevent Active Cooking Fire Thanks to Key Vault","08/05/2015","Cooking","7100 Block Flower Ln, Madison, WI","-89.504618","43.067382","2015-08-05T20:11:00-05:00","0"
"Madison and Sun Prairie Fire Departments Team Up Against Grass Fires Along the Interstate","08/03/2015","Outdoor","I90 Westbound, Sun Prairie, WI","-94.268488","38.947247","2015-08-03T15:53:00-05:00","0"
"Nobody Injured After One Falls Asleep With Cigarette","08/03/2015","Smoking","Bel Aire Drive, Blooming Grove, WI","-89.358247","43.030174","2015-08-03T12:33:00-05:00","0"
"Large Industrial Metal Shredder Catches Fire On City's East Side","08/03/2015","Structure","4400 Block Sycamore Ave, Madison, WI","-89.307351","43.114615","2015-08-03T10:38:00-05:00","0:59:00"
