Incident,Date,Incident Type,Address,Longitude,Latitude,Time,Response
"Automatic Fire Sprinkler Keeps Fire Contained At West Side Apartment Complex","01/30/2019","Structure","6700 Block Mader Drive, Madison, WI","-89.499476","43.014560","2019-01-30T14:27:00-06:00","0:05:00"
"Fire Crews Battle House Fire In Bitter Cold Temperatures","01/30/2019","Structure","4800 Block Buckeye Rd, Madison, WI 53716","-89.313921","43.074015","2019-01-30T02:59:00-06:00","7:58:00"
"Smoldering Booklet Left On Top Of Furnace Triggers Smoke Detector","01/29/2019","Structure","300 Block S. Park Street, Madison, WI","-89.400857","43.064241","2019-01-29T06:37:00-06:00","0:06:00"
"Pipes Burst Inside Vacant Building On International Lane","01/28/2019","Water Leak","2900 Block International Lane, Madison, WI","-89.350477","43.126489","2019-01-28T09:29:00-06:00","0:03:00"
"Nineteen Residents Displaced By Morning Fire","01/27/2019","Structure","4700 Block Cottage Grove Rd, Madison, WI 53716","-89.300517","43.084351","2019-01-27T06:07:00-06:00","0:05:00"
"Nobody Injured After Snow Is Tossed On Pan Of Burning Oil","01/24/2019","Cooking","700 Block N. Thompson Drive, Madison, WI","-89.300725","43.106612","2019-01-24T19:32:00-06:00","0:07:00"
"Automatic Sprinkler Extinguishes Fire, Contains Damage In UW Campus Building","01/21/2019","Alarm Investigation","1500 Block Engineering Drive, Madison, WI","-89.411474","43.072532","2019-01-21T13:07:00-06:00","0:04:00"
"Crews Called To Investigate Smoke Inside Northside McDonald's","01/21/2019","Smoke Scare","2900 Block Dryden Drive, Madison, WI","-89.359487","43.128757","2019-01-21T00:51:00-06:00","0:04:00"
"Four Rescued From Campus-Area Elevator","01/19/2019","Elevator","300 Block N. Lake Street, Madison, WI 53706","-89.397468","43.072046","2019-01-19T12:39:00-06:00","0:02:00"
"Cracked Candle Leaks Wax, Starts Fire In East Side Apartment","01/18/2019","Candle","1000 Block Spaight Street, Madison, WI","-89.366160","43.079470","2019-01-18T09:39:00-06:00","0:06:00"
"Vehicle Strikes House, Ruptures Gas Line, Prompting Temporary Evacuation On Near East Side","01/17/2019","Gas Leak","1000 Block E. Dayton Street, Madison, WI","-89.373490","43.085183","2019-01-17T21:30:00-06:00","0:04:00"
"Engine 1 Called To Investigate Gas Leak In Downtown Apartment","01/11/2019","Gas Leak","500 Block W. Wilson Street, Madison, WI 53703","-89.387878","43.067904","2019-01-11T17:08:00-06:00","0:05:00"
"Tarps and Wood Catch Fire Outside West Side Home","01/10/2019","Outdoor","800 Block Blue Aster Trail, Madison, WI","-89.561038","43.076787","2019-01-10T17:56:00-06:00","0:07:00"
"Winds Cause Garage Fire to Spread to House","01/08/2019","Structure","700 Block Dempsey, Madison, WI 53714","-89.316352","43.088657","2019-01-08T16:53:00-06:00","0:07:00"
"Bumped Burner Ignites Air Fryer, Sending Engine 9 To West Side Home","01/07/2019","Cooking","600 Block N. Blackhawk Drive, Madison, WI","-89.446366","43.072687","2019-01-07T19:50:00-06:00","0:03:00"
"Lake Rescue Team Called To Lake Monona Overnight","01/04/2019","Lake Rescue","Lake Monona, Madison, WI","-89.355890","43.071096","2019-01-04T02:30:00-06:00","0:09:00"
"Nobody Displaced Following Cooking Fire On Catalpa Circle","01/01/2019","Cooking","Catalpa Circle, Madison, WI","-89.402556","43.041797","2019-01-01T00:23:00-06:00","0:03:00"
"Man Rescued From Lake Monona After Wandering Onto Thin Ice","12/26/2018","Lake Rescue","Lake Monona, Madison, WI","-89.355890","43.071096","2018-12-26T12:26:00-06:00","0:07:00"
"Paramedics Revive Pulseless Semi Driver On Christmas Eve","12/24/2018","EMS","Westgate Mall, Madison, WI","-89.471849","43.052824","2018-12-24T11:28:00-06:00","0:04:00"
"Vehicle Fire Extinguished Early By Gas Station Employee","12/23/2018","Vehicle","2500 Block Fish Hatchery Road, Madison, WI","-89.404085","43.038628","2018-12-23T10:39:00-06:00","0:04:00"
"Overheated Oil Leads To Cooking Fire","12/20/2018","Cooking","7700 Block Carrington Ave, Madison, WI","-89.516327","43.058075","2018-12-20T18:30:00-06:00","0:05:00"
"Propane Torch Test Linked To Vehicle Fire In Mall Parking Lot","12/19/2018","Vehicle","400 Block N. Midvale Blvd, Madison, WI","-89.451602","43.071101","2018-12-19T13:43:00-06:00","0:03:00"
"Paramedics Assist Man Needing Oxygen In Wake Of Power Outage","12/18/2018","Assist Citizen","Lakeview Hills Neighborhood, Madison, WI 53704","-89.373661","43.137881","2018-12-18T21:21:00-06:00","0:10:00"
"One Critically Injured In Single-Vehicle Crash","12/18/2018","Vehicle","Wheeler Rd. & School Rd, Madison, WI","-89.382668","43.147987","2018-12-18T20:26:00-06:00","0:04:00"
"Fire in West Side Home Displaces 5 People","12/14/2018","Structure","5900 Block Meadowood Drive, Madison, WI","-89.483005","43.027249","2018-12-14T15:50:00-06:00","0:05:00"
"Engine 5 Called To Check On Garbage Truck After Contents Catch Fire","12/12/2018","Vehicle","US Hwy 12 Eastbound & I-90 Westbound, Madison, WI","-89.285428","43.089814","2018-12-12T10:38:00-06:00","0:09:00"
"Two Taken To Hospital Following Crash On Interestate Highway","12/11/2018","Vehicle","Westbound I-90, Madison, WI","-89.285428","43.089814","2018-12-11T09:53:00-06:00","0:06:00"
"Person Getting Off Bus Smells Something Burning and Notices Smoke Coming From Home","12/06/2018","Structure","200 Block N. Owen Drive, Madison, WI 53705","-89.447442","43.068085","2018-12-06T16:28:00-06:00","0:03:00"
"Fire Breaks Out In UW Campus Laboratory","12/03/2018","Structure","1500 Block Engineering Drive, Madison, WI 53706","-89.411474","43.072532","2018-12-03T08:44:00-06:00","0:03:00"
"Garage Fire Displaces Two On Offshore Drive","12/01/2018","Structure","6300 Block Offshore Drive, Madison, WI","-89.488880","43.063133","2018-12-01T02:42:00-06:00","0:05:00"
"Pots Left On Stovetop Send Firefighters To Downtown Restaurant","11/30/2018","Smoke Scare","W. Mifflin Street, Madison, WI 53703","-89.390000","43.072216","2018-11-30T04:28:00-06:00","0:04:00"
"Carbon Monoxide Linked To Running Vehicle","11/29/2018","Carbon Monoxide","Brompton Circle, Madison, WI","-89.493401","43.029991","2018-11-29T08:03:00-06:00","0:04:00"
"Car Left Running Kicks Up Carbon Monoxide In West Side Home","11/27/2018","Carbon Monoxide","Wyota Avenue, Madison, WI","-89.436848","43.053120","2018-11-27T19:56:00-06:00","0:06:00"
"Firefighters P.A.S.S. Along Fire Extinguisher Tips After Fire Breaks Out In North Side Home","11/27/2018","Cooking","Brown Lane, Madison, WI","-89.398841","43.139842","2018-11-27T14:38:00-06:00","0:04:00"
"Noxious Odor Sends One To Hospital, Hazmat Team Called To Mobile Home Park","11/19/2018","Hazmat","Malibu Drive, Madison, WI","-89.355768","43.028716","2018-11-19T08:26:00-06:00","0:06:00"
"Smoke Alarm Alerts Residents to Early Morning Fire","11/18/2018","Structure","6300 Block Alison Lane, Madison, WI","-89.490404","43.045742","2018-11-18T03:10:00-06:00","0:05:00"
"Occupant Extinguishes Cooking Fire With Lid Of A Frying Pan","11/17/2018","Cooking","100 Block E. Johnson Street, Madison, WI","-89.385791","43.077681","2018-11-17T11:32:00-06:00","0:04:00"
"Fire Displaces Eleven From Northside Apartment Complex","11/14/2018","Structure","2300 Block Brentwood Parkway, Madison, WI","-89.367591","43.123568","2018-11-14T15:08:00-06:00","0:03:00"
"Towel Resting On Night Light Catches Fire","11/14/2018","Structure","6700 Block Village Park Drive, Madison, WI","-89.285813","43.162587","2018-11-14T00:20:00-06:00","0:06:00"
"One Person Arrested, Charged With Arson At West Side Transit Site","11/09/2018","Structure","5600 Block Tokay Blvd, Madison, WI","-89.474801","43.053592","2018-11-09T01:37:00-06:00","0:05:00"
"Carbon Monoxide Incident Prompts Evacuation Of Apartment Complex","11/09/2018","Carbon Monoxide","4700 Block Jenewein Road, Madison, WI","-89.458032","43.028882","2018-11-09T01:18:00-06:00","0:21:00"
"Three Injured In Mineral Point Road Crash","11/08/2018","Vehicle","Mineral Point Road & Rose Road, Madison, WI","-89.518942","43.061161","2018-11-08T13:31:00-06:00","0:03:00"
"Fire Breaks Out After Cook Steps Away From Stove","11/06/2018","Cooking","1100 Block Morraine View Drive, Madison, WI","-89.506245","43.042573","2018-11-06T18:13:00-06:00","0:04:00"
"Engine 9 Responds To Vehicle Fire","11/03/2018","Vehicle","2700 Block University Avenue, Madison, WI","-89.433833","43.073588","2018-11-03T23:41:00-05:00","0:05:00"
"Water Problem At Downtown Condo Traced To Tampered Standpipe System","11/03/2018","Water Leak","100 Block Wisconsin Avenue, Madison, WI","-89.385876","43.075485","2018-11-03T07:36:00-05:00","0:04:00"
"Heavy Smoke Produced By Leaf Burning Sends Firefighters To West Side Home","11/01/2018","Outdoor","4800 Block Regent Street, Madison, WI","-89.457742","43.070128","2018-11-01T16:58:00-05:00","0:04:00"
"Damaged Water Heater Causes Carbon Monoxide Leak","10/31/2018","Carbon Monoxide","100 Block Division Street, Madison, WI","-89.350859","43.096813","2018-10-31T20:30:00-05:00","0:05:00"
"Horse Kicks Back, Sending One To Hospital","10/31/2018","EMS","2000 Block Linden Drive, Madison, WI","-89.417101","43.075525","2018-10-31T15:55:00-05:00","0:16:00"
"Lightning Strike Scorches Phone System In Northside Condominiums","10/30/2018","Lightning Strike","Cherokee Circle, Madison, WI","-89.364594","43.146918","2018-10-30T14:21:00-05:00","0:05:00"
"Firefighters Respond To Gas Leak On East Side","10/29/2018","Gas Leak","1100 Block E. Mifflin Street, Madison, WI","-89.370913","43.085647","2018-10-29T22:34:00-05:00","0:03:00"
"Willy Street Crash Sends Two To Hospital","10/28/2018","Vehicle","Williamson Street & Ingersoll Street, Madison, WI","-89.366141","43.082032","2018-10-28T22:01:00-05:00","0:03:00"
"Vehicle Flees After Striking Ambulance On East Washington Avenue","10/28/2018","Vehicle","E. Washington Avenue & Portage Road, Madison, WI","-89.314525","43.123767","2018-10-28T18:54:00-05:00","0"
"One Injured In Collision With Tree","10/27/2018","Vehicle","2300 Block Prairie Road, Madison, WI","-89.489189","43.027748","2018-10-27T03:46:00-05:00","0:05:00"
"Furnace Problem Kicks Up Carbon Monoxide In Northside Home","10/26/2018","Carbon Monoxide","1000 Block Monica Lane, Madison, WI","-89.379103","43.146452","2018-10-26T01:46:00-05:00","0:06:00"
"Car Takes Off, Crashes Through Home, As Medics Attempt To Contact Driver","10/21/2018","Vehicle","10 Block Madeline Island, Madison, WI","-89.515384","43.047931","2018-10-21T10:56:00-05:00","0:04:00"
"Stove Fire Sends Crews To East Side Residence","10/21/2018","Appliance","500 Block Walton Place, Madison, WI","-89.354857","43.088635","2018-10-21T09:57:00-05:00","0:04:00"
"Ten Rescued From Hotel Elevator","10/20/2018","Elevator","600 Block Langdon Street, Madison, WI","-89.395339","43.075793","2018-10-20T22:08:00-05:00","0:05:00"
"Firefighters Assist Woman Who Fell Inside Her Home","10/20/2018","Assist Citizen","1900 Block Atwood Avenue, Madison, WI","-89.355621","43.091999","2018-10-20T12:55:00-05:00","0:03:00"
"Large Tree Limb Takes Down Power Lines, Garage","10/20/2018","Power lines down","4200 Block Doncaster Drive, Madison, WI","-89.443659","43.036085","2018-10-20T11:26:00-05:00","0:09:00"
"Overheated Elevator Motor Sends Firefighters To Apartment Complex","10/19/2018","Elevator","1600 Block Fordem Ave, Madison, WI","-89.363674","43.093340","2018-10-19T07:29:00-05:00","0:04:00"
"Firefighters Assist Child Locked In Vehicle","10/18/2018","Lock out/Lock in","300 Block Wisconsin Avenue, Madison, WI","-89.386973","43.076850","2018-10-18T15:01:00-05:00","0:02:00"
"Discarded Cigarette Starts Fire In City Sewer","10/18/2018","Smoke Scare","200 Block W. Gorham Street, Madison, WI","-89.390791","43.075439","2018-10-18T14:42:00-05:00","0:04:00"
"Fire Damages Construction Site On Manufacturers Drive","10/17/2018","Structure","6500 Block Manufacturers Drive, Madison, WI","-89.317318","43.162033","2018-10-17T11:01:00-05:00","0:06:00"
"Beetles Caught In Light Fixture Cause Smoke Scare In Area Home","10/16/2018","Smoke Scare","1400 Block Vilas Avenue, Madison, WI","-89.408999","43.063119","2018-10-16T19:02:00-05:00","0:05:00"
"Firefighters Respond To Carbon Monoxide Leak At Area Restaurant","10/15/2018","Carbon Monoxide","7000 Block Mineral Point Road, Madison, WI","-89.502873","43.060777","2018-10-15T07:05:00-05:00","0:06:00"
"Incense Placed In Roll Of Toilet Paper Leads To Bathroom Fire","10/12/2018","Structure","800 Block Vernon Ave, Madison, WI","-89.306035","43.086848","2018-10-12T15:42:00-05:00","0:03:00"
"Two Taken To Hospital Following Downtown Crash","10/11/2018","Vehicle","W. Johnson Street & Broom Street, Madison, WI 53703","-89.391738","43.073518","2018-10-11T11:03:00-05:00","0:03:00"
"Firefighters Respond To Reports Of Smoke, Find Burned Pizzas and Intoxicated Occupant","10/10/2018","Cooking","1600 Block Lake Point Drive, Madison, WI","-89.341154","43.049021","2018-10-10T21:18:00-05:00","0:07:00"
"Wash Machine Malfunction Sends Firefighters To Apartment Complex","10/10/2018","Appliance","500 Block University Ave, Madison, WI","-89.394086","43.073338","2018-10-10T17:15:00-05:00","0:04:00"
"Driver Injured In Crash At Willy Street Intersection","10/08/2018","Vehicle","600 Block Williamson Street, Madison, WI 53703","-89.374957","43.076699","2018-10-08T19:28:00-05:00","0:03:00"
"Car Pulls Away From Gas Pump, Leading To A Fuel Spill","10/08/2018","Fuel Spill","3800 Block East Washington Ave, Madison, WI","-89.321537","43.118948","2018-10-08T17:01:00-05:00","0:03:00"
"Woman Treated, Transported After Being Struck By Vehicle","10/05/2018","EMS","Langdon Street & Henry Street, Madison, WI","-89.392532","43.076755","2018-10-05T00:02:00-05:00","0:00:00"
"Charcoal May Have Contributed To Stovetop Fire","10/04/2018","Cooking","2900 Block Curry Parkway, Madison, WI","-89.426530","43.033186","2018-10-04T13:35:00-05:00","0:06:00"
"Firefighters Pinpoint Carbon Monoxide Leak To Oven","10/02/2018","Carbon Monoxide","2000 Block Monroe Street, Madison, WI","-89.418961","43.063733","2018-10-02T20:07:00-05:00","0:06:00"
"Nakoma Road Fire Under Investigation","09/28/2018","Structure","3800 Block Nakoma Road, Madison, WI","-89.441200","43.047055","2018-09-28T07:33:00-05:00","0:07:00"
"Straw Catches Fire On Back Of Freight Liner","09/27/2018","Vehicle","County Highway AB & US Highway 12, Madison, WI","-89.246910","43.040514","2018-09-27T12:57:00-05:00","0:08:00"
"Downtown Residents Experience Similar Symptoms; Bear Repellant To Blame","09/25/2018","Odor Investigation","400 Block W. Johnson Street, Madison, WI 53703","-89.391756","43.073506","2018-09-25T19:59:00-05:00","0:04:00"
"Rollover Crash On University Avenue Sends One To Hospital","09/24/2018","Vehicle","University Avenue & University Bay Drive, Madison, WI","-89.433742","43.073559","2018-09-24T14:30:00-05:00","0:07:00"
"Vehicle Fire Traced To Improperly Stowed Gas Cylinder","09/24/2018","Vehicle","S. Stoughton Road & E. Broadway, Madison, WI","-89.307705","43.048131","2018-09-24T13:34:00-05:00","0:06:00"
"Carelessly Discarded Cigarettes Start Two Balcony Fires On East Side","09/22/2018","Smoking","1600 Block Fordem Ave, Madison, WI","-89.363674","43.093340","2018-09-22T22:33:00-05:00","0:05:00"
"East Side Gas Leak Prompts Reminder To Call Digger's Hotline","09/22/2018","Gas Leak","5300 Block Forge Drive, Madison, WI","-89.284422","43.067734","2018-09-22T13:59:00-05:00","0:08:00"
"Occupant Grills Under Garage Overhang, Melting Door","09/15/2018","Structure","900 Block N. Thompson Dr, Madison, WI 53704","-89.296204","43.111171","2018-09-15T14:42:00-05:00","0"
"Car Crashes Into East Side Business, Driver Injured","09/15/2018","Vehicle","2800 Block E. Washington Ave, Madison, WI","-89.345777","43.102977","2018-09-15T12:30:00-05:00","0:06:00"
"Ladder Company 6 Assists Man Who Fell While Mowing The Lawn","09/12/2018","EMS","Arbor Hills Neighborhood, Madison, WI","-89.430477","43.029008","2018-09-12T15:12:00-05:00","0:07:00"
"Carbon Monoxide Leak Traced To New Oven","09/12/2018","Carbon Monoxide","Dudgeon-Monroe Neighborhood, Madison, WI","-89.424563","43.059327","2018-09-12T10:57:00-05:00","0:08:00"
"Moped Fire In Underground Garage Contained By Automatic Sprinkler","09/12/2018","Vehicle","100 Block N. Bedford Street, Madison, WI","-89.393770","43.069600","2018-09-12T08:51:00-05:00","0:02:00"
"Neighbor Puts A Stop To Fire Inside Oven","09/08/2018","Cooking","700 Block Braxton Place, Madison, WI","-89.398531","43.066470","2018-09-08T23:17:00-05:00","0:04:00"
"Engine 8 Called To Vehicle Fire On the Interstate","09/08/2018","Vehicle","I-90 (westbound), Madison, WI","-89.285428","43.089814","2018-09-08T20:12:00-05:00","0:13:00"
"Memorial Union Evacuated Briefly Thursday Night; No Gas Leak Found","09/06/2018","Gas Leak","800 Block Memorial Union, Madison, WI 53706","-89.400004","43.076260","2018-09-06T22:18:00-05:00","0:06:00"
"Paramedics Deliver Two Babies In Two Days","09/06/2018","EMS","Madison, WI","-89.401230","43.073052","2018-09-06T21:23:00-05:00","0"
"Stinky Smoke Summons Engine 5 To Unattended Backyard Fire","09/06/2018","Outdoor","600 Block Merryturn Road, Madison, WI","-89.292533","43.090510","2018-09-06T18:53:00-05:00","0:05:00"
"Lake Rescue Team Responds To Juvenile In Distress On Lake Monona","09/04/2018","Lake Rescue","Lake Monona, Madison, WI","-89.355890","43.071096","2018-09-04T11:41:00-05:00","0:02:00"
"Smoke-Charged Electrical Outlet Likely The Result Of Lightning Strike","09/03/2018","Electrical","3900 Block Cosgrove Drive, Madison, WI","-89.491082","43.006149","2018-09-03T09:57:00-05:00","0:08:00"
"One Taken To Hospital Following Rollover Crash","09/01/2018","Vehicle","7600 Block Farmington Way, Madison, WI","-89.514803","43.071961","2018-09-01T20:07:00-05:00","0:06:00"
"Dishwasher Fire Causes Damage, Displacing One On East Side","08/30/2018","Appliance","500 Block Meadowlark Drive, Madison, WI","-89.297680","43.090644","2018-08-30T19:17:00-05:00","0:04:00"
"Maggot-Killing Plot Turns Toxic After Household Cleaners Combine","08/28/2018","Hazmat","Aztalan Drive, Madison, WI","-89.258432","43.090618","2018-08-28T18:24:00-05:00","0:08:00"
"Carbon Monoxide Leak Found At Downtown Restaurant","08/25/2018","Carbon Monoxide","200 Block State Street, Madison, WI 53703","-89.388210","43.074921","2018-08-25T00:41:00-05:00","0"
"Vehicle Fire Briefly Threatens Downtown Apartment Building","08/21/2018","Vehicle","200 Block N. Pinckney Street, Madison, WI","-89.384996","43.077028","2018-08-21T21:20:00-05:00","0:03:00"
"Search Underway For Missing Man Swept Away In West Side Floods","08/20/2018","Assist Citizen","Piping Rock Road & Chapel Hill Road, Madison, WI 53711","-89.493978","43.043019","2018-08-20T21:07:00-05:00","0:07:00"
"Madison Fire Department Responds To Over 100 Flood-Related Emergencies","08/20/2018","Special Rescue","Madison, WI","-89.401230","43.073052","2018-08-20T17:21:00-05:00","0"
"Early Morning House Fire on Madison's West Side","08/19/2018","Structure","4600 Block Gray Fox Trail, Madison, WI","-89.513357","43.065897","2018-08-19T04:21:00-05:00","0:04:00"
"Carpet Cleaning Solution Kicks Up Carbon Monoxide At University Ave. Apartments","08/14/2018","Carbon Monoxide","2300 Block University Avenue, Madison, WI","-89.425405","43.072465","2018-08-14T21:41:00-05:00","0:05:00"
"Neighbor Alerts Firefighters To Smoking Futon","08/13/2018","Structure","200 Block Waubesa Street, Madison, WI","-89.343709","43.096169","2018-08-13T23:10:00-05:00","0:04:00"
"Fire At Greystone Condominiums Displaces 18","08/13/2018","Structure","700 Block Cricket Lane, Madison, WI","-89.552786","43.075190","2018-08-13T10:29:00-05:00","0:07:00"
"Driver Injured After Crashing Into Building","08/11/2018","Vehicle","3700 Block University Avenue, Madison, WI","-89.450506","43.075910","2018-08-11T00:58:00-05:00","0:05:00"
"Illegal Mattress Burning Sends Engine 4 To Lathrop Street","08/07/2018","Unauthorized Burning","100 Block Lathrop Street, Madison, WI","-89.414929","43.069481","2018-08-07T23:27:00-05:00","0:04:00"
"Fire Displaces Multiple East Side Residents, Cause Under Investigation","08/07/2018","Structure","5000 Block Pendleton Drive, Madison, WI","-89.284199","43.154172","2018-08-07T20:54:00-05:00","0:05:00"
"Cooking Fire Prompts Safety Reminders For Dealing With Oil-Based Flames","08/05/2018","Cooking","Siggelkow Road, Madison, WI","-89.275762","43.026323","2018-08-05T12:10:00-05:00","0:08:00"
"Engine 4 Discovers Garage Fire On Allen Street, Cause Under Investigation","07/31/2018","Structure","200 Block N. Allen Street, Madison, WI","-89.423771","43.070840","2018-07-31T00:25:00-05:00","0:06:00"
"Nobody Injured In Car-Versus-Building Crash","07/30/2018","Vehicle","500 Block S. Midvale Blvd, Madison, WI","-89.451229","43.056120","2018-07-30T20:32:00-05:00","0:06:00"
"Two Injured In Rollover Crash","07/28/2018","Vehicle","East Pass & S. Stone Creek Circle, Madison, WI","-89.504796","43.012203","2018-07-28T00:56:00-05:00","0:07:00"
"Fire Found Between Orpheum Theater and Parking Ramp; Cause Unknown","07/27/2018","Structure","200 Block N. Carroll Street, Madison, WI","-89.387308","43.075387","2018-07-27T17:55:00-05:00","0:02:00"
"Bystander Extinguishes Fire Early, Saving Vehicle and Food Cart","07/26/2018","Vehicle","2900 Block East Washington Avenue, Madison, WI","-89.344462","43.103203","2018-07-26T13:32:00-05:00","0:06:00"
"Clothes Catch Fire, Dryer Removed From East Side Home","07/24/2018","Appliance","500 Block North Star Drive, Madison, WI","-89.274975","43.091417","2018-07-24T21:42:00-05:00","0:06:00"
"Crews Respond To Significant Gasoline Spill On West Side","07/24/2018","Hazmat","7700 Block Mineral Point Road, Madison, WI","-89.515976","43.060921","2018-07-24T11:18:00-05:00","0:05:00"
"No Damage Or Injuries Following Contained Fireplace Explosion","07/19/2018","Appliance","6200 Block Seven Pines Avenue, Madison, WI","ml>
<html lang=","tml>
<html lang=","2018-07-19T22:14:00-05:00","0:06:00"
"Fire Totals Mobile Food Cart","07/18/2018","Vehicle","600 Block Post Road, Madison, WI","ml>
<html lang=","tml>
<html lang=","2018-07-18T20:04:00-05:00","0:10:00"
"Grease Fire Melts Vinyl Siding","07/18/2018","Structure","5400 Block Katie Lane, Madison, WI","ml>
<html lang=","tml>
<html lang=","2018-07-18T16:58:00-05:00","0:05:00"
"Frayed Electrical Wires Lead To Fire In East Side Attic","07/16/2018","Structure","1100 Block Mifflin Street, Madison, WI","-89.370913","43.085647","2018-07-16T19:22:00-05:00","0:05:00"
"Laptop Pops, Smokes Up Downtown Apartment","07/16/2018","Explosion","300 Block W. Main Street, Madison, WI","-89.386010","43.071752","2018-07-16T17:51:00-05:00","0:02:00"
"Automatic Sprinkler Extinguishes Fire At FedEx Facility","07/15/2018","Structure","3900 Block Hanson Road, Madison, WI","-89.304856","43.153819","2018-07-15T03:36:00-05:00","0:08:00"
"Engine 4 Responds To Basement Gas Leak","07/13/2018","Gas Leak","1100 Block Grant Street, Madison, WI","-89.413975","43.063476","2018-07-13T20:24:00-05:00","0:05:00"
"Rage Against the Slot Machine Sends Paramedics To Ho-Chunk Casino","07/12/2018","EMS","4000 Block Evan Acres Road, Madison, WI","-89.273112","43.040464","2018-07-12T17:36:00-05:00","0:10:00"
"Branch Smolders After Falling Onto Power Line","07/12/2018","Electrical","2900 Block Curry Parkway, Madison, WI","-89.426569","43.033179","2018-07-12T11:29:00-05:00","0:07:00"
"Grease Spill Ignites Grill Fire On Barby Lane","07/11/2018","Cooking","4100 Block Barby Lane, Madison, WI","-89.380919","43.137554","2018-07-11T19:36:00-05:00","0:03:00"
"Smoke Coming From Machine Sends Firefighters To West Side Princeton Club","07/10/2018","Electrical","8000 Block Watts Road, Madison, WI","-89.519579","43.053764","2018-07-10T19:53:00-05:00","0:04:00"
"Fire In Commercial Sweeper Contained At Camp Randall Stadium","07/09/2018","Appliance","1400 Block Monroe Street, Madison, WI","-89.409174","43.070096","2018-07-09T14:20:00-05:00","0:06:00"
"Dump Truck Yanks Power Line from Olin Avenue Home","07/09/2018","Electrical","800 Block W. Olin Avenue, Madison, WI","-89.395243","43.054034","2018-07-09T14:13:00-05:00","0"
"Engine 10 Sent To Repeated Fires In Northside Pedestrian Tunnel","07/07/2018","Trash/Rubbish","Troy Drive & School Road, Madison, WI","-89.383193","43.133750","2018-07-07T23:35:00-05:00","0:05:00"
"Residents Were Displaced After An Early Morning Fire On The 500 Block of West Washington Avenue","07/07/2018","Structure","500 Block West Washington, Madison, WI","-89.390699","43.070067","2018-07-07T04:04:00-05:00","0:14:00"
"Box Of Fireworks Catches Fire In Park Shelter","07/06/2018","Trash/Rubbish","2300 Block Revival Ridge, Madison, WI","-89.458453","43.028245","2018-07-06T21:32:00-05:00","0:07:00"
"Discarded Fireworks Start Fire, Causing Damage To Nearby Fence","07/04/2018","Trash/Rubbish","400 Block Moorland Road, Madison, WI","-89.379753","43.035666","2018-07-04T22:53:00-05:00","0:05:00"
"Two Injured In East Washington Avenue Crash","07/04/2018","Vehicle","900 Block E. Washington Ave, Madison, WI","-89.372992","43.082658","2018-07-04T14:23:00-05:00","0:04:00"
"Fire In Downtown Apartment Extinguished By Automatic Fire Sprinkler","07/03/2018","Structure","100 Block S. Mills Street, Madison, WI","-89.404072","43.066390","2018-07-03T02:21:00-05:00","0:05:00"
"Woman Locked In Basement Pulls Fire Alarm To Call For Help","07/02/2018","Lock out/Lock in","2300 Block S. Park Street, Madison, WI","-89.395289","43.041203","2018-07-02T12:03:00-05:00","0:03:00"
"Firefighters Contain Damage Caused By Fire In Bathroom Vent","07/01/2018","Structure","100 Block Craig Avenue, Madison, WI","-89.472021","43.075765","2018-07-01T06:10:00-05:00","0:06:00"
"Fire Damages Vehicle In Walmart Parking Lot","06/30/2018","Vehicle","700 Block Watts Road, Madison, WI","-89.512101","43.050907","2018-06-30T13:39:00-05:00","0:05:00"
"Driver Pinned, Injured In Single-Vehicle Crash","06/26/2018","Vehicle","200 Block Cottage Grove Road, Madison, WI","-89.323241","43.084038","2018-06-26T19:28:00-05:00","0:01:00"
"Apartment Fire Displaces one Resident","06/19/2018","Structure","2000 Block Taft Street, Madison, WI","-89.392949","43.044384","2018-06-19T19:26:00-05:00","0:01:00"
"Engine 12 Tackles Vehicle Fire On Beltline Highway","06/18/2018","Vehicle","U.S. Highway 12 Westbound & Gammon Road, Madison, WI","-89.384501","43.038661","2018-06-18T10:27:00-05:00","0:06:00"
"Kayaker OK After Seeking Medical Attention On Lake Wingra","06/18/2018","EMS","Arboretum Drive & Balden Street, Madison, WI","-89.418404","43.048992","2018-06-18T10:16:00-05:00","0:11:00"
"Firefighters Rescue Woman Stranded In A Tree","06/14/2018","Assist Citizen","400 Block Henry Mall, Madison, WI 53706","-89.410467","43.073439","2018-06-14T16:04:00-05:00","0:04:00"
"Burned Leaves Send Firefighters To Northside Home","06/14/2018","Outdoor","1200 Block Northport Drive, Madison, WI","-89.371542","43.134676","2018-06-14T13:15:00-05:00","0:03:00"
"Working Carbon Monoxide Alarm Prompts Household Evacuation Overnight","06/12/2018","Carbon Monoxide","Shorewood Hills, WI 53705","-89.445676","43.077496","2018-06-12T23:55:00-05:00","-1 day, 0:07:00"
"Crews Respond To Fire In Blooming Grove","06/12/2018","Outdoor","3300 Block Meier Road, Madison, WI","-89.255977","43.059770","2018-06-12T07:42:00-05:00","0:08:00"
"Diesel Leak Discovered At East Side Construction Site","06/10/2018","Fuel Spill","S. Fair Oaks Avenue & Dixon Street, Madison, WI","-89.340467","43.094226","2018-06-10T07:15:00-05:00","0:04:00"
"Ten Rescued From Downtown Elevator","06/09/2018","Elevator","100 Block S. Brooks Street, Madison, WI","-89.402482","43.066417","2018-06-09T00:39:00-05:00","0:05:00"
